卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）,头像ID
10117024,10117023,11101681,11101682,无垢的新娘,纯白型珀西瓦尔,MR,佣兵,风,2,2285,254,0,0,物理,攻击,敌单体/物理/1657点风属性伤害，暴击率150%,敌单体/物理/6006点风属性伤害，暴击率150%，提升chain威力,我不管了啦~！,同样也祝福大家哦～！,10117024
10117025,10117025,12500621,12500622,无邪公主,纯白型珀西瓦尔,MR,富豪,冰,4,3046,127,0,0,防御,嘲讽/抽卡,自身/1回合/提升2878点魔法防御，自身/抽卡+1,自身/1回合/使攻击向自身集中，减免40%伤害，己方全体/抽卡+1,我不管了啦~！,同样也祝福大家哦～！,10117025
10117027,10117026,14301101,14301102,良妻犬母,纯白型毕斯克拉乌莉特,MR,歌姬,光,3,2285,0,0,254,治疗,物防↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【3回合后】己方全体/2回合/提升1635点物理防御,我要吃了你哦～！,我要保护住家族们！,10117027
10117028,10117028,13201371,13201372,夫妇犬,纯白型毕斯克拉乌莉特,MR,盗贼,暗,3,2285,0,254,0,魔法,攻击/中毒,敌单体/魔法/6995点+魔法攻击力130%的暗属性伤害，暴击率150%,敌单体/魔法/11632点+魔法攻击力130%的暗属性伤害，暴击率150%，【2Chain以上】3回合/每回合2452+50%魔法攻击的中毒伤害,我要吃了你哦～！,我要保护住家族们！,10117028
10117030,10117029,11101701,11101702,契约结婚,纯白型小灰人,MR,佣兵,光,3,1904,317,0,0,物理,攻击,敌单体/物理/6995点+物理攻击力130%的光属性伤害，暴击率150%,敌单体/物理/11632点+物理攻击力130%的光属性伤害，暴击率150%，【4Chain以上】物理/20908点+物理攻击力130%的光属性伤害，暴击率1000%,我女儿绝不给你们。,不需要回报。,10117030
10117032,10117031,12500641,12500642,有勇有娇,纯白型菲迪露玛,MR,富豪,暗,4,1904,317,0,0,防御,抽卡/魔防↑,自身/2回合/提升1439点魔法防御，自身/抽卡+1,己方全体/2回合/提升2439点魔法防御，己方全体/抽卡+2,我可不会同情的哦！,不是什么大不了的伤啦！,10117032
10117033,10117033,11101721,11101722,比翼的堕天使,制压型艾妮多,MR,佣兵,暗,3,2932,209,0,0,物理,自身数值加伤/攻击/抽卡,敌单体/物理/6995点+物理攻击力130%的暗属性伤害，暴击率150%,敌单体/物理/13991点+物理攻击力130%的暗属性伤害，暴击率150%，提升当前HP0%的威力，自身/抽卡+1，【2Chain以上】提升当前HP30%的威力,啊啊啊！（全部都轰飞了去！）,呒呒。（请帮一帮我）,10117033
10117034,10117034,14301121,14301122,湖畔少女,归化型妮妙,MR,歌姬,风,2,2932,0,0,209,治疗,治疗↑/抽卡/治疗,自身/恢复1657点HP,己方全体/恢复3253点HP，自身/2回合/提升治疗量2340，自身/抽卡+1,就送你这转目即逝的悠哉自得的一击吧。,请不要放弃。放弃才聪明。,10117034
10117036,10117035,11101741,11101742,死神的试作品,第二型橄榄石,MR,佣兵,光暗,4,5331,0,0,0,魔法,魔攻↑/攻击,敌单体/魔法/10793点+魔法攻击力150%的光暗属性伤害，暴击率150%,敌全体/魔法/23562点+魔法攻击力150%的光暗属性伤害，暴击率150%，提升chain威力，自身/3回合/提升魔法攻击13156,那个灵魂由我猎获了！,展示你灵魂的价值吧！,10117036
10117038,10117037,12500661,12500662,死神的试作品,第二型橄榄石,MR,富豪,火光,3,5331,0,0,0,防御,物攻↑/抽卡/物防↑,自身/2回合/提升1125点物理防御，自身/抽卡+1,己方全体/2回合/提升5756点物理防御，己方全体/2回合/提升物理攻击7141，己方全体/抽卡+1,那个灵魂由我猎获了！,展示你灵魂的价值吧！,10117036
10117040,10117039,13400191,13400192,死神的试作品,第二型橄榄石,MR,盗贼,冰风,3,5331,0,0,0,支援,魔攻↑/暴击↑,自身/3回合/提升魔法攻击6006,自身/4回合/提升魔法攻击11951，【3Chain以上】4回合/暴击率提升250%,那个灵魂由我猎获了！,展示你灵魂的价值吧！,10117036
10117042,10117041,14301141,14301142,死神的试作品,第二型橄榄石,MR,歌姬,风暗,3,5331,0,0,0,治疗,治疗↑/物防↑/魔防↑/治疗,自身/恢复2369+治疗量的130%点HP,己方全体/2回合/提升3809点物理防御，2回合/提升3809点魔法防御，恢复7842+治疗量的130%点HP，自身/2回合/提升治疗量4761,那个灵魂由我猎获了！,展示你灵魂的价值吧！,10117036
10118002,10118001,11101761,11101762,女杰与花蕾,特异型光源氏,MR,佣兵,火,3,2094,349,0,0,物理,攻击,敌单体/物理/6995点+物理攻击力130%的火属性伤害，暴击率150%,敌单体/物理/13991点+物理攻击力78%的火属性伤害，2次攻击，暴击率150%,『做好觉悟吧！』「差不多一点就行了哦？」,『再坚持少许！』「给我忍下来」,10118002
10118003,10118003,12500681,12500682,准太上天皇,特异型光源氏,MR,富豪,风,3,2513,279,0,0,防御,抽卡/魔防↑,自身/2回合/提升1439点魔法防御，抽卡+1,己方全体/2回合/提升2878点魔法防御，抽卡+1，【3回合前】3回合/提升2878点魔法防御,『做好觉悟吧！』「差不多一点就行了哦？」,『再坚持少许！』「给我忍下来」,10118003
10118005,10118004,14301161,14301162,正太英雄,特异型牛若丸,MR,歌姬,风,2,3351,0,0,140,治疗,治疗↑/治疗,自身/恢复4317点HP,己方1人/恢复7195点HP，提升chain威力，自身/3回合/提升治疗量1320,你能看穿我的动作吗！,我会想办法的！,10118005
10118006,10118006,13201391,13201392,恻隐之心,特异型牛若丸,MR,盗贼,火,3,2094,0,349,0,魔法,攻击,敌单体/魔法/6995点+魔法攻击力130%的火属性伤害，暴击率150%,敌单体/魔法/13991点+魔法攻击力78%的火属性伤害，2次攻击，暴击率150%,你能看穿我的动作吗！,我会想办法的！,10118006
10118008,10118007,12500701,12500702,尾张的大傻瓜,特异型第六天魔王,MR,富豪,火,4,3351,140,0,0,防御,嘲讽/抽卡,自身/1回合/提升2878点魔法防御，自身/抽卡+1,自身/1回合/使攻击向自身集中，减免50%伤害，己方全体/抽卡+2,听天由命！！,尽忠尽义！！,10118008
10118010,10118009,13201411,13201412,天赋之剑,特异型冲田总司,MR,盗贼,风,3,2094,0,349,0,魔法,物攻↓/魔攻↓/攻击,敌单体/魔法/6995点+魔法攻击力130%的风属性伤害，暴击率150%,敌单体/魔法/13991点+魔法攻击力130%的风属性伤害，暴击率150%，1回合/降低2220点物理攻击，1回合/降低2220点魔法攻击,死在「诚」字旗下吧！,让我来断后。,10118010
10118012,10118011,11101781,11101782,木曾最后公主,特异型巴御前,UR,佣兵,冰,2,1523,169,0,0,物理,反伤/攻击,敌单体/物理/1745点冰属性伤害，暴击率150%,敌单体/物理/3489点冰属性伤害，暴击率150%，提升累计损血40%的威力,吃我这一刀！,不会让你死的！,10118012
10118014,10118013,12500721,12500722,一获千金,童话型奥尔特莉特,MR,富豪,火,3,2285,254,0,0,防御,抽卡/物防↑/物防↓,自身/1回合/提升1125点物理防御,己方全体/3回合/提升1173点物理防御，己方全体/抽卡+1，【3Chain以上】敌全体/3回合/降低6544点物理防御,太麻烦了！　用钱去摆平好了！,只是多收你二成而已啦。,10118014
10118016,10118015,13201431,13201432,真正的爱？,童话型罗艾娜,UR,盗贼,冰,3,1615,0,115,0,魔法,攻击/抽卡,敌单体/魔法/5669点+魔法攻击力130%的冰属性伤害，暴击率150%,敌单体/魔法/9404点+魔法攻击力130%的冰属性伤害，暴击率150%，自身/抽卡+1,你现在的心情，我明白…。,要用点眼药吗？,10118016
10118018,10118017,11400151,11400152,萝莉金时,童话型贝兰,UR,佣兵,风,2,1615,0,115,0,支援,魔攻↑/抽卡,自身/1回合/提升魔法攻击4823,自身/1回合/提升魔法攻击8021，抽卡+1,推推推…！　走开啦～！,一，一起来加把劲吧！,10118018
10118020,10118019,12500741,12500742,巨神讨伐者,童话型圣乔治,UR,富豪,光,2,1846,77,0,0,防御,抽卡/魔防↑,自身/2回合/提升1487点魔法防御，自身/抽卡+1,己方1人/2回合/提升2412点魔法防御，己方全体/抽卡+1,现在才祈祷已经太迟了！,你的愿望，我听到了！,10118020
10118022,10118021,14301181,14301182,仙境之园,童话型贝德维尔,MR,歌姬,暗,3,1904,0,0,317,治疗,物防↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【自身HP50%以下】己方全体/2回合/提升1635点物理防御,我也是，会生气的呀！,一点都不可怕，一点都不可怕哦～？,10118022
10118024,10118023,12500761,12500762,孤独的幼狼,半兽型克蕾斯尼克,MR,富豪,风,2,1904,317,0,0,防御,抽卡/物防↑,自身/2回合/提升750点物理防御，抽卡+1,己方全体/2回合/提升1250点物理防御，抽卡+1，【自身/额外2枚以上】抽卡+2,才，才不会让你们逃掉呢！,没，没什么了不起的！,10118024
10118025,10118025,11101801,11101802,可爱的狼牙,半兽型克蕾斯尼克,MR,佣兵,火,3,2285,254,0,0,物理,攻击,敌单体/物理/5125点+物理攻击力130%的火属性伤害，暴击率150%,敌全体/物理/8541点+物理攻击力130%的火属性伤害，暴击率150%,才，才不会让你们逃掉呢！,没，没什么了不起的！,10118025
10118027,10118026,13400211,13400212,金狮子霸者,半兽型高文,MR,盗贼,火,2,1142,0,444,0,支援,魔攻↑,自身/1回合/提升魔法攻击2878,己方全体/2回合/提升魔法攻击4817,抱歉。已经结束了。,这是打算当救世主吗。一点都着调啊。,10118027
10118028,10118028,14400361,14400362,黄金之髯,半兽型高文,MR,歌姬,暗,4,1904,0,0,317,支援,物攻↑/魔攻↑,自身/3回合/提升物理攻击3628，3回合/提升魔法攻击3628,己方全体/3回合/提升物理攻击6006，3回合/提升魔法攻击6006,抱歉。已经结束了。,这是打算当救世主吗。一点都着调啊。,10118028
10118030,10118029,11101821,11101822,说法之妖狐,半兽型克莱尔,MR,佣兵,冰,2,1904,0,317,0,魔法,攻击,敌单体/魔法/3628点冰属性伤害，暴击率150%,敌单体/魔法/6006点冰属性伤害，暴击率150%，【4回合后】魔法/10762点冰属性伤害，暴击率150%,你以为只是普通的骑士？,你们也是理想的国王的一部分。,10118030
10118032,10118031,14301201,14301202,魔性的大熊猫,半兽型凛凛,MR,歌姬,火,2,1523,0,0,381,治疗,魔攻↑/治疗,自身/恢复3628点HP,己方1人/恢复6006点HP，己方全体/2回合/提升魔法攻击2220,来啊！　倒是来啊！,加油，加油！　不可以输掉哦！,10118032
10118033,10118033,13201451,13201452,刚枪刺贯,复制型库丘林,MR,盗贼,火,4,3351,0,140,0,魔法,攻击,敌单体/魔法/5913点+魔法攻击力150%的火属性伤害，暴击率150%,敌全体/魔法/11826点+魔法攻击力150%的火属性伤害，暴击率500%,让库丘林我来做你的对手！,接下来该我了！,10118033
10118034,10118034,12500781,12500782,湖涟的冰刃,第一型兰斯洛特,MR,富豪,风,3,2513,279,0,0,防御,抽卡/物防↑,自身/2回合/提升1125点物理防御，抽卡+1,己方全体/2回合/提升2189点物理防御，抽卡+1，【3Chain以上】2回合/提升4317点物理防御,吾王，我将把这一击献给您！,我们的胜利就在眼前！！,10118034
10119002,10119001,14301221,14301222,夏日的约定,纳凉型妮妙,MR,歌姬,光,3,3351,0,0,140,治疗,魔攻↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复6304+治疗量的130%点HP，【2Chain以上】2回合/提升魔法攻击5305,要热敷，要冷敷。多来几次。,我会帮到大家的。,10119002
10119004,10119003,11400171,11400172,月下冰刃,纳凉型罗恩格林,MR,佣兵,冰,3,2513,140,140,0,支援,物攻↑/魔攻↑,自身/1回合/提升物理攻击4420,自身/2回合/提升物理攻击15914，【3回合前】2回合/提升魔法攻击15914,你的夏天不会再来了。,敢偷懒就冰棍你。,10119004
10119006,10119005,13600361,13600362,风流凉爽,纳凉型加拉哈德,MR,盗贼,冰,2,2094,0,349,0,弱化,魔攻↓/魔攻↑,敌单体/2回合/降低500点魔法攻击,敌单体/2回合/降低2878点魔法攻击，自身/2回合/提升魔法攻击7257,这可不是普通的泼水哦！,还做得都做了，接下去就拜托了！,10119006
10119008,10119007,12500801,12500802,百花凉乱,纳凉型歌姬亚瑟,MR,富豪,光,4,3351,140,0,0,防御,抗封印/嘲讽/抽卡,自身/1回合/提升2189点魔法防御，自身/抽卡+1,自身/1回合/100%封印抗性，1回合/使攻击向自身集中，减免45%伤害，己方全体/抽卡+1,不会让你出手的！,就算再忙也好，记得要休息哦。,10119008
10119010,10119009,11101841,11101842,茫漠的妖精,雉,MR,佣兵,光,2,2513,0,279,0,魔法,攻击,敌单体/魔法/2628点光属性伤害，暴击率150%,敌全体/魔法/5256点光属性伤害，暴击率150%,一点一点扭下来如何？,真可爱呢，好孩子。,10119010
10119012,10119011,14200381,14200382,寂寥的妖精,雪女,MR,歌姬,冰,4,2932,0,209,0,魔法,攻击/治疗,敌单体/魔法/5913点+魔法攻击力150%的冰属性伤害，暴击率150%,敌全体/魔法/11826点+魔法攻击力150%的冰属性伤害，暴击率150%，己方全体/恢复5938+治疗量的150%点HP,安静地睡去吧。,稍微让头脑冷静下吧。,10119012
10119014,10119013,13600381,13600382,牵牛花之露,纳凉型里奥,UR,盗贼,光,3,1777,0,127,0,弱化,魔攻↓/揭露隐藏属性,敌单体/2回合/降低655点魔法攻击,敌单体/2回合/降低2617点魔法攻击，敌全体/看破隐藏起来的属性,与朝露一起消逝吧！,在卖完前得去小店才行。,10119014
10119016,10119015,12500821,12500822,歌唱妖精,美人鱼,MR,富豪,冰,2,2665,190,0,0,防御,抽卡/物防↑,自身/2回合/提升1000点物理防御，抽卡+1,己方全体/2回合/提升1646点物理防御，抽卡+1,下一曲，准备了哦！,温馨的叙述诗歌如何呢？,10119016
10119018,10119017,13201471,13201472,异议咏唱,古拉盖斯安奴,MR,盗贼,光,3,2285,0,254,0,魔法,攻击,敌单体/魔法/6995点+魔法攻击力130%的光属性伤害，暴击率150%,敌单体/魔法/11632点+魔法攻击力130%的光属性伤害，暴击率150%，【4Chain以上】魔法/20908点+魔法攻击力130%的光属性伤害，暴击率1000%,终结的时刻来临了。,不要害怕死亡。,10119018
10119020,10119019,11101861,11101862,除湿处理,扇扇,UR,佣兵,风,2,1615,0,115,0,魔法,破防/攻击,敌单体/魔法/2181点风属性伤害，暴击率150%,敌单体/魔法/3617点风属性伤害，暴击率150%，无视0%的防御，【2Chain以上】无视70%的防御,呜哇哇哇，风啊～！,呜哇—被打飞了！,10119020
10119022,10119021,14400381,14400382,随心所欲,艾蕾娜,UR,歌姬,火,4,923,0,0,231,支援,物攻↑/魔攻↑,自身/3回合/提升物理攻击2181，3回合/提升魔法攻击2181,己方全体/3回合/提升物理攻击3617，3回合/提升魔法攻击3617,出口到底在哪呢～！,好了，这边这边！,10119022
10119024,10119023,12500841,12500842,挖掘妖精,布鲁坎普,UR,富豪,暗,3,1615,115,0,0,防御,抽卡/魔防↑,自身/1回合/提升1309点魔法防御，抽卡+1,己方全体/1回合/提升2181点魔法防御，抽卡+1,被卷进来的话算不算工伤啊。,能吃的时候尽量吃，能睡的时候尽量睡,10119024
10119026,10119025,11101881,11101882,横风的妖精,乌天狗,MR,佣兵,火,4,2285,254,0,0,物理,攻击,敌单体/物理/10792点+物理攻击力150%的火属性伤害，暴击率150%,敌单体/物理/17926点+物理攻击力90%的火属性伤害，2次攻击，暴击率150%,你不知道有个词叫自知之明吗？,跟不上我那不是理所当然的吗～！,10119026
10119027,10119027,12500861,12500862,迦楼罗天,乌天狗,MR,富豪,暗,2,2285,254,0,0,防御,抽卡/魔防↑,自身/2回合/提升1000点魔法防御，抽卡+1,己方全体/2回合/提升1646点魔法防御，抽卡+1,你不知道有个词叫自知之明吗？,跟不上我那不是理所当然的吗～！,10119027
